"year","pollutant","Tissue","Total_N","status","values"
"2019","Metal_J","liver",30,"Outliers",0
"2019","Metal_J","liver",30,"Detected",30
"2019","Metal_J","stomach",30,"BLOD",30
"2019","Metal_J","stomach",30,"BLOQ",0
"2019","Metal_J","stomach",30,"Outliers",0
"2019","Metal_J","stomach",30,"Detected",0
"2019","Metal_J","muscle",30,"BLOD",0
"2019","Metal_J","muscle",30,"BLOQ",0
"2019","Metal_J","muscle",30,"Outliers",0
"2019","Metal_J","muscle",30,"Detected",30
"2019","Metal_J","inksac",0,"BLOD",0
"2019","Metal_J","inksac",0,"BLOQ",0
"2019","Metal_J","inksac",0,"Outliers",0
"2019","Metal_J","inksac",0,"Detected",0
"2019","Total","Total",900,"BLOD",49
"2019","Total","Total",900,"BLOQ",197
"2019","Total","Total",900,"Outliers",0
"2019","Total","Total",900,"Detected",654
"2020","Metal_A","liver",30,"BLOD",0
"2020","Metal_A","liver",30,"BLOQ",0
"2020","Metal_A","liver",30,"Outliers",0
"2020","Metal_A","liver",30,"Detected",30
"2020","Metal_A","stomach",30,"BLOD",0
"2020","Metal_A","stomach",30,"BLOQ",0
"2020","Metal_A","stomach",30,"Outliers",0
"2020","Metal_A","stomach",30,"Detected",30
"2020","Metal_A","muscle",30,"BLOD",0
"2020","Metal_A","muscle",30,"BLOQ",0
"2020","Metal_A","muscle",30,"Outliers",0
"2020","Metal_A","muscle",30,"Detected",30
"2020","Metal_A","inksac",22,"BLOD",0
"2020","Metal_A","inksac",22,"BLOQ",0
"2020","Metal_A","inksac",22,"Outliers",1
"2020","Metal_A","inksac",22,"Detected",21
"2020","Metal_B","liver",30,"BLOD",0
"2020","Metal_B","liver",30,"BLOQ",0
"2020","Metal_B","liver",30,"Outliers",0
"2020","Metal_B","liver",30,"Detected",30
"2020","Metal_B","stomach",30,"BLOD",0
"2020","Metal_B","stomach",30,"BLOQ",0
"2020","Metal_B","stomach",30,"Outliers",0
"2020","Metal_B","stomach",30,"Detected",30
"2020","Metal_B","muscle",30,"BLOD",0
"2020","Metal_B","muscle",30,"BLOQ",0
"2020","Metal_B","muscle",30,"Outliers",0
"2020","Metal_B","muscle",30,"Detected",30
"2020","Metal_B","inksac",22,"BLOD",0
"2020","Metal_B","inksac",22,"BLOQ",0
"2020","Metal_B","inksac",22,"Outliers",0
"2020","Metal_B","inksac",22,"Detected",22
"2020","Metal_C","liver",30,"BLOD",0
"2020","Metal_C","liver",30,"BLOQ",0
"2020","Metal_C","liver",30,"Outliers",0
"2020","Metal_C","liver",30,"Detected",30
"2020","Metal_C","stomach",30,"BLOD",0
"2020","Metal_C","stomach",30,"BLOQ",0
"2020","Metal_C","stomach",30,"Outliers",0
"2020","Metal_C","stomach",30,"Detected",30
"2020","Metal_C","muscle",30,"BLOD",0
"2020","Metal_C","muscle",30,"BLOQ",0
"2020","Metal_C","muscle",30,"Outliers",0
"2020","Metal_C","muscle",30,"Detected",30
"2020","Metal_C","inksac",22,"BLOD",0
"2020","Metal_C","inksac",22,"BLOQ",0
"2020","Metal_C","inksac",22,"Outliers",0
"2020","Metal_C","inksac",22,"Detected",22
"2020","Metal_D","liver",30,"BLOD",0
"2020","Metal_D","liver",30,"BLOQ",0
"2020","Metal_D","liver",30,"Outliers",0
"2020","Metal_D","liver",30,"Detected",30
"2020","Metal_D","stomach",30,"BLOD",0
"2020","Metal_D","stomach",30,"BLOQ",0
"2020","Metal_D","stomach",30,"Outliers",0
"2020","Metal_D","stomach",30,"Detected",30
"2020","Metal_D","muscle",30,"BLOD",0
"2020","Metal_D","muscle",30,"BLOQ",0
"2020","Metal_D","muscle",30,"Outliers",0
"2020","Metal_D","muscle",30,"Detected",30
"2020","Metal_D","inksac",22,"BLOD",0
"2020","Metal_D","inksac",22,"BLOQ",0
"2020","Metal_D","inksac",22,"Outliers",0
"2020","Metal_D","inksac",22,"Detected",22
"2020","Metal_E","liver",30,"BLOD",0
"2020","Metal_E","liver",30,"BLOQ",0
"2020","Metal_E","liver",30,"Outliers",0
"2020","Metal_E","liver",30,"Detected",30
"2020","Metal_E","stomach",30,"BLOD",0
"2020","Metal_E","stomach",30,"BLOQ",0
"2020","Metal_E","stomach",30,"Outliers",0
"2020","Metal_E","stomach",30,"Detected",30
"2020","Metal_E","muscle",30,"BLOD",0
"2020","Metal_E","muscle",30,"BLOQ",0
"2020","Metal_E","muscle",30,"Outliers",0
"2020","Metal_E","muscle",30,"Detected",30
"2020","Metal_E","inksac",22,"BLOD",0
"2020","Metal_E","inksac",22,"BLOQ",0
"2020","Metal_E","inksac",22,"Outliers",0
"2020","Metal_E","inksac",22,"Detected",22
"2020","Metal_F","liver",30,"BLOD",30
"2020","Metal_F","liver",30,"BLOQ",0
"2020","Metal_F","liver",30,"Outliers",0
"2020","Metal_F","liver",30,"Detected",0
"2020","Metal_F","stomach",30,"BLOD",0
"2020","Metal_F","stomach",30,"BLOQ",30
"2020","Metal_F","stomach",30,"Outliers",0
"2020","Metal_F","stomach",30,"Detected",0
"2020","Metal_F","muscle",30,"BLOD",30
"2020","Metal_F","muscle",30,"BLOQ",0
"2020","Metal_F","muscle",30,"Outliers",0
"2020","Metal_F","muscle",30,"Detected",0
"2020","Metal_F","inksac",22,"BLOD",0
"2020","Metal_F","inksac",22,"BLOQ",22
"2020","Metal_F","inksac",22,"Outliers",0
"2020","Metal_F","inksac",22,"Detected",0
"2020","Metal_G","liver",30,"BLOD",0
"2020","Metal_G","liver",30,"BLOQ",0
"2020","Metal_G","liver",30,"Outliers",0
"2020","Metal_G","liver",30,"Detected",30
"2020","Metal_G","stomach",30,"BLOD",0
"2020","Metal_G","stomach",30,"BLOQ",0
"2020","Metal_G","stomach",30,"Outliers",0
"2020","Metal_G","stomach",30,"Detected",30
"2020","Metal_G","muscle",30,"BLOD",0
"2020","Metal_G","muscle",30,"BLOQ",0
"2020","Metal_G","muscle",30,"Outliers",0
"2020","Metal_G","muscle",30,"Detected",30
"2020","Metal_G","inksac",22,"BLOD",0
"2020","Metal_G","inksac",22,"BLOQ",0
"2020","Metal_G","inksac",22,"Outliers",0
"2020","Metal_G","inksac",22,"Detected",22
"2020","Metal_H","liver",30,"BLOD",30
"2020","Metal_H","liver",30,"BLOQ",0
"2020","Metal_H","liver",30,"Outliers",0
"2020","Metal_H","liver",30,"Detected",0
"2020","Metal_H","stomach",30,"BLOD",0
"2020","Metal_H","stomach",30,"BLOQ",30
"2020","Metal_H","stomach",30,"Outliers",0
"2020","Metal_H","stomach",30,"Detected",0
"2020","Metal_H","muscle",30,"BLOD",30
"2020","Metal_H","muscle",30,"BLOQ",0
"2020","Metal_H","muscle",30,"Outliers",0
"2020","Metal_H","muscle",30,"Detected",0
"2020","Metal_H","inksac",22,"BLOD",0
"2020","Metal_H","inksac",22,"BLOQ",22
"2020","Metal_H","inksac",22,"Outliers",0
"2020","Metal_H","inksac",22,"Detected",0
"2020","Metal_I","liver",30,"BLOD",2
"2020","Metal_I","liver",30,"BLOQ",28
"2020","Metal_I","liver",30,"Outliers",0
"2020","Metal_I","liver",30,"Detected",0
"2020","Metal_I","stomach",30,"BLOD",0
"2020","Metal_I","stomach",30,"BLOQ",30
"2020","Metal_I","stomach",30,"Outliers",0
"2020","Metal_I","stomach",30,"Detected",0
"2020","Metal_I","muscle",30,"BLOD",30
"2020","Metal_I","muscle",30,"BLOQ",0
"2020","Metal_I","muscle",30,"Outliers",0
"2020","Metal_I","muscle",30,"Detected",0
"2020","Metal_I","inksac",22,"BLOD",18
"2020","Metal_I","inksac",22,"BLOQ",4
"2020","Metal_I","inksac",22,"Outliers",0
"2020","Metal_I","inksac",22,"Detected",0
"2020","Metal_J","liver",30,"BLOD",30
"2020","Metal_J","liver",30,"BLOQ",0
"2020","Metal_J","liver",30,"Outliers",0
"2020","Metal_J","liver",30,"Detected",0
"2020","Metal_J","stomach",30,"BLOD",0
"2020","Metal_J","stomach",30,"BLOQ",22
"2020","Metal_J","stomach",30,"Outliers",0
"2020","Metal_J","stomach",30,"Detected",8
"2020","Metal_J","muscle",30,"BLOD",30
"2020","Metal_J","muscle",30,"BLOQ",0
"2020","Metal_J","muscle",30,"Outliers",0
"2020","Metal_J","muscle",30,"Detected",0
"2020","Metal_J","inksac",22,"BLOD",0
"2020","Metal_J","inksac",22,"BLOQ",7
"2020","Metal_J","inksac",22,"Outliers",1
"2020","Metal_J","inksac",22,"Detected",14
"2020","Total","Total",1120,"BLOD",230
"2020","Total","Total",1120,"BLOQ",195
"2020","Total","Total",1120,"Outliers",2
"2020","Total","Total",1120,"Detected",693
"2021","Metal_A","liver",30,"BLOD",0
"2021","Metal_A","liver",30,"BLOQ",0
"2021","Metal_A","liver",30,"Outliers",0
"2021","Metal_A","liver",30,"Detected",30
"2021","Metal_A","stomach",30,"BLOD",0
"2021","Metal_A","stomach",30,"BLOQ",0
"2021","Metal_A","stomach",30,"Outliers",0
"2021","Metal_A","stomach",30,"Detected",30
"2021","Metal_A","muscle",30,"BLOD",0
"2021","Metal_A","muscle",30,"BLOQ",0
"2021","Metal_A","muscle",30,"Outliers",0
"2021","Metal_A","muscle",30,"Detected",30
"2021","Metal_A","inksac",29,"BLOD",0
"2021","Metal_A","inksac",29,"BLOQ",0
"2021","Metal_A","inksac",29,"Outliers",0
"2021","Metal_A","inksac",29,"Detected",29
"2021","Metal_B","liver",30,"BLOD",0
"2021","Metal_B","liver",30,"BLOQ",0
"2021","Metal_B","liver",30,"Outliers",0
"2021","Metal_B","liver",30,"Detected",30
"2021","Metal_B","stomach",30,"BLOD",0
"2021","Metal_B","stomach",30,"BLOQ",0
"2021","Metal_B","stomach",30,"Outliers",0
"2021","Metal_B","stomach",30,"Detected",30
"2021","Metal_B","muscle",30,"BLOD",0
"2021","Metal_B","muscle",30,"BLOQ",0
"2021","Metal_B","muscle",30,"Outliers",0
"2021","Metal_B","muscle",30,"Detected",30
"2021","Metal_B","inksac",29,"BLOD",0
"2021","Metal_B","inksac",29,"BLOQ",0
"2021","Metal_B","inksac",29,"Outliers",0
"2021","Metal_B","inksac",29,"Detected",29
"2021","Metal_C","liver",30,"BLOD",0
"2021","Metal_C","liver",30,"BLOQ",0
"2021","Metal_C","liver",30,"Outliers",0
"2021","Metal_C","liver",30,"Detected",30
"2021","Metal_C","stomach",30,"BLOD",0
"2021","Metal_C","stomach",30,"BLOQ",0
"2021","Metal_C","stomach",30,"Outliers",1
"2021","Metal_C","stomach",30,"Detected",29
"2021","Metal_C","muscle",30,"BLOD",0
"2021","Metal_C","muscle",30,"BLOQ",0
"2021","Metal_C","muscle",30,"Outliers",0
"2021","Metal_C","muscle",30,"Detected",30
"2021","Metal_C","inksac",29,"BLOD",0
"2021","Metal_C","inksac",29,"BLOQ",0
"2021","Metal_C","inksac",29,"Outliers",0
"2021","Metal_C","inksac",29,"Detected",29
"2021","Metal_D","liver",30,"BLOD",0
"2021","Metal_D","liver",30,"BLOQ",0
"2021","Metal_D","liver",30,"Outliers",0
"2021","Metal_D","liver",30,"Detected",30
"2021","Metal_D","stomach",30,"BLOD",0
"2021","Metal_D","stomach",30,"BLOQ",0
"2021","Metal_D","stomach",30,"Outliers",1
"2021","Metal_D","stomach",30,"Detected",29
"2021","Metal_D","muscle",30,"BLOD",0
"2021","Metal_D","muscle",30,"BLOQ",0
"2021","Metal_D","muscle",30,"Outliers",0
"2021","Metal_D","muscle",30,"Detected",30
"2021","Metal_D","inksac",29,"BLOD",0
"2021","Metal_D","inksac",29,"BLOQ",0
"2021","Metal_D","inksac",29,"Outliers",0
"2021","Metal_D","inksac",29,"Detected",29
"2021","Metal_E","liver",30,"BLOD",0
"2021","Metal_E","liver",30,"BLOQ",0
"2021","Metal_E","liver",30,"Outliers",0
"2021","Metal_E","liver",30,"Detected",30
"2021","Metal_E","stomach",30,"BLOD",0
"2021","Metal_E","stomach",30,"BLOQ",0
"2021","Metal_E","stomach",30,"Outliers",0
"2021","Metal_E","stomach",30,"Detected",30
"2021","Metal_E","muscle",30,"BLOD",0
"2021","Metal_E","muscle",30,"BLOQ",0
"2021","Metal_E","muscle",30,"Outliers",0
"2021","Metal_E","muscle",30,"Detected",30
"2021","Metal_E","inksac",29,"BLOD",0
"2021","Metal_E","inksac",29,"BLOQ",0
"2021","Metal_E","inksac",29,"Outliers",0
"2021","Metal_E","inksac",29,"Detected",29
"2021","Metal_F","liver",30,"BLOD",0
"2021","Metal_F","liver",30,"BLOQ",27
"2021","Metal_F","liver",30,"Outliers",0
"2021","Metal_F","liver",30,"Detected",3
"2021","Metal_F","stomach",30,"BLOD",0
"2021","Metal_F","stomach",30,"BLOQ",30
"2021","Metal_F","stomach",30,"Outliers",0
"2021","Metal_F","stomach",30,"Detected",0
"2021","Metal_F","muscle",30,"BLOD",0
"2021","Metal_F","muscle",30,"BLOQ",30
"2021","Metal_F","muscle",30,"Outliers",0
"2021","Metal_F","muscle",30,"Detected",0
"2021","Metal_F","inksac",29,"BLOD",0
"2021","Metal_F","inksac",29,"BLOQ",29
"2021","Metal_F","inksac",29,"Outliers",0
"2021","Metal_F","inksac",29,"Detected",0
"2021","Metal_G","liver",30,"BLOD",0
"2021","Metal_G","liver",30,"BLOQ",0
"2021","Metal_G","liver",30,"Outliers",0
"2021","Metal_G","liver",30,"Detected",30
"2021","Metal_G","stomach",30,"BLOD",0
"2021","Metal_G","stomach",30,"BLOQ",0
"2021","Metal_G","stomach",30,"Outliers",1
"2021","Metal_G","stomach",30,"Detected",29
"2021","Metal_G","muscle",30,"BLOD",0
"2021","Metal_G","muscle",30,"BLOQ",0
"2021","Metal_G","muscle",30,"Outliers",0
"2021","Metal_G","muscle",30,"Detected",30
"2021","Metal_G","inksac",29,"BLOD",0
"2021","Metal_G","inksac",29,"BLOQ",0
"2021","Metal_G","inksac",29,"Outliers",0
"2021","Metal_G","inksac",29,"Detected",29
"2021","Metal_H","liver",30,"BLOD",0
"2021","Metal_H","liver",30,"BLOQ",30
"2021","Metal_H","liver",30,"Outliers",0
"2021","Metal_H","liver",30,"Detected",0
"2021","Metal_H","stomach",30,"BLOD",0
"2021","Metal_H","stomach",30,"BLOQ",30
"2021","Metal_H","stomach",30,"Outliers",0
"2021","Metal_H","stomach",30,"Detected",0
"2021","Metal_H","muscle",30,"BLOD",2
"2021","Metal_H","muscle",30,"BLOQ",28
"2021","Metal_H","muscle",30,"Outliers",0
"2021","Metal_H","muscle",30,"Detected",0
"2021","Metal_H","inksac",29,"BLOD",0
"2021","Metal_H","inksac",29,"BLOQ",29
"2021","Metal_H","inksac",29,"Outliers",0
"2021","Metal_H","inksac",29,"Detected",0
"2021","Metal_I","liver",30,"BLOD",3
"2021","Metal_I","liver",30,"BLOQ",18
"2021","Metal_I","liver",30,"Outliers",0
"2021","Metal_I","liver",30,"Detected",9
"2021","Metal_I","stomach",30,"BLOD",2
"2021","Metal_I","stomach",30,"BLOQ",28
"2021","Metal_I","stomach",30,"Outliers",0
"2021","Metal_I","stomach",30,"Detected",0
"2021","Metal_I","muscle",30,"BLOD",3
"2021","Metal_I","muscle",30,"BLOQ",27
"2021","Metal_I","muscle",30,"Outliers",0
"2021","Metal_I","muscle",30,"Detected",0
"2021","Metal_I","inksac",29,"BLOD",28
"2021","Metal_I","inksac",29,"BLOQ",1
"2021","Metal_I","inksac",29,"Outliers",0
"2021","Metal_I","inksac",29,"Detected",0
"2021","Metal_J","liver",30,"BLOD",0
"2021","Metal_J","liver",30,"BLOQ",0
"2021","Metal_J","liver",30,"Outliers",0
"2021","Metal_J","liver",30,"Detected",30
"2021","Metal_J","stomach",30,"BLOD",2
"2021","Metal_J","stomach",30,"BLOQ",25
"2021","Metal_J","stomach",30,"Outliers",0
"2021","Metal_J","stomach",30,"Detected",3
"2021","Metal_J","muscle",30,"BLOD",0
"2021","Metal_J","muscle",30,"BLOQ",0
"2021","Metal_J","muscle",30,"Outliers",0
"2021","Metal_J","muscle",30,"Detected",30
"2021","Metal_J","inksac",29,"BLOD",0
"2021","Metal_J","inksac",29,"BLOQ",7
"2021","Metal_J","inksac",29,"Outliers",0
"2021","Metal_J","inksac",29,"Detected",22
"2021","Total","Total",1190,"BLOD",40
"2021","Total","Total",1190,"BLOQ",339
"2021","Total","Total",1190,"Outliers",7
"2021","Total","Total",1190,"Detected",804
